a0,alpha,n_iter,prior_mean,prior_rho,v,x_id
0.1,0.1,5,0,0.6,0.5999999997342103,x
0.1,0.12,5,0,0.6,0.5999999979524048,x
0.1,0.14,5,0,0.6,0.5999999960508738,x
0.1,0.16,5,0,0.6,0.5999999923845547,x
0.1,0.18,5,0,0.6,0.5999999863860069,x
0.1,0.2,5,0,0.6,0.5999999769939713,x
0.1,0.22,6,0,0.6,0.5999999921218456,x
0.1,0.24,6,0,0.6,0.5999999862117967,x
0.1,0.26,6,0,0.6,0.5999999777134106,x
0.1,0.28,6,0,0.6,0.5999999653460801,x
0.1,0.3,6,0,0.6,0.5999999475083032,x
0.1,0.32,7,0,0.6,0.5999999753608298,x
0.1,0.34,7,0,0.6,0.599999962351575,x
0.1,0.36,7,0,0.6,0.5999999437435597,x
0.1,0.38,7,0,0.6,0.5999999176627038,x
0.1,0.4,7,0,0.6,0.5999998821152687,x
0.1,0.42,8,0,0.6,0.5999999304982564,x
0.1,0.44,8,0,0.6,0.5999998989815438,x
0.1,0.46,8,0,0.6,0.5999998558820903,x
0.1,0.48,8,0,0.6,0.5999997973282304,x
0.1,0.5,9,0,0.6,0.5999998595476391,x
0.1,0.52,9,0,0.6,0.5999998001051532,x
0.1,0.54,9,0,0.6,0.5999997192343407,x
0.1,0.56,10,0,0.6,0.5999997818759518,x
0.1,0.58,10,0,0.6,0.5999996901979958,x
0.1,0.6,10,0,0.6,0.5999995651904578,x
0.1,0.62,11,0,0.6,0.5999996258494334,x
0.1,0.64,11,0,0.6,0.5999994694353472,x
0.1,0.66,12,0,0.6,0.5999995087720426,x
0.1,0.68,12,0,0.6,0.5999992971706847,x
0.1,0.7000000000000001,13,0,0.6,0.5999993033927271,x
0.1,0.72,14,0,0.6,0.5999992766651141,x
0.1,0.74,15,0,0.6,0.5999992145103658,x
0.1,0.76,15,0,0.6,0.5999988282777512,x
0.1,0.78,16,0,0.6,0.5999986507443971,x
0.1,0.8,18,0,0.6,0.5999987053150868,x
0.1,0.8200000000000001,19,0,0.6,0.5999983444218565,x
0.1,0.84,20,0,0.6,0.5999978021337682,x
0.1,0.86,22,0,0.6,0.5999973980855918,x
0.1,0.88,25,0,0.6,0.5999970604805549,x
0.1,0.9,28,0,0.6,0.5999962429635353,x
0.1,0.92,32,0,0.6,0.5999950222203728,x
0.1,0.9400000000000001,37,0,0.6,0.5999927355843223,x
0.1,0.96,45,0,0.6,0.5999885966213785,x
0.1,0.98,55,0,0.6,0.5999765079941322,x
0.1,1.0,3,0,0.6,0.5999281084336472,x
0.1,1.02,200,0,0.6,0.5980263032517518,x
0.1,1.04,200,0,0.6,0.591953463396297,x
0.1,1.06,200,0,0.6,0.5869155117476912,x
0.1,1.08,188,0,0.6,0.5820249815199087,x
0.1,1.1,163,0,0.6,0.5769249978620239,x
0.1,1.12,145,0,0.6,0.5715837148450154,x
0.1,1.1400000000000001,132,0,0.6,0.5659965428617264,x
0.1,1.16,122,0,0.6,0.5601582645568154,x
0.1,1.18,115,0,0.6,0.5540616271901967,x
0.1,1.2,108,0,0.6,0.5476997564993819,x
0.1,1.22,103,0,0.6,0.5410622251336673,x
0.1,1.24,99,0,0.6,0.5341388533048625,x
0.1,1.26,95,0,0.6,0.5269183554609572,x
0.1,1.28,93,0,0.6,0.51938654977124,x
0.1,1.3,90,0,0.6,0.5115304684211418,x
0.1,1.32,88,0,0.6,0.5033333143781986,x
0.1,1.34,87,0,0.6,0.49477738901639223,x
0.1,1.36,85,0,0.6,0.4858443850086056,x
0.1,1.3800000000000001,84,0,0.6,0.4765117501679951,x
0.1,1.4000000000000001,84,0,0.6,0.46675537476667633,x
0.1,1.42,83,0,0.6,0.4565496755479719,x
0.1,1.44,83,0,0.6,0.4458627046543363,x
0.1,1.46,83,0,0.6,0.43466007621634745,x
0.1,1.48,83,0,0.6,0.422901154780971,x
0.1,1.5,84,0,0.6,0.4105374212135902,x
0.1,1.52,85,0,0.6,0.39751224861747264,x
0.1,1.54,86,0,0.6,0.3837557335543252,x
0.1,1.56,88,0,0.6,0.36917987612528547,x
0.1,1.58,90,0,0.6,0.35367348698599543,x
0.1,1.6,94,0,0.6,0.33708654964821794,x
0.1,1.62,98,0,0.6,0.3192157929766268,x
0.1,1.6400000000000001,103,0,0.6,0.2997611709273244,x
0.1,1.6600000000000001,111,0,0.6,0.27825082833798587,x
0.1,1.68,124,0,0.6,0.2538566035700532,x
0.1,1.7,147,0,0.6,0.22482209510119833,x
0.1,1.72,200,0,0.6,0.18549655010286178,x
0.1,1.74,200,0,0.6,3.1409359290667166e-06,x
0.1,1.76,120,0,0.6,1.24896780723939e-06,x
0.1,1.78,97,0,0.6,6.915875654936429e-07,x
0.1,1.8,84,0,0.6,7.115534220883115e-07,x
0.1,1.82,75,0,0.6,9.622660319614205e-07,x
0.1,1.84,69,0,0.6,8.474043323852622e-07,x
0.1,1.86,64,0,0.6,9.640399187857196e-07,x
0.1,1.8800000000000001,61,0,0.6,5.30578986352651e-07,x
0.1,1.9000000000000001,57,0,0.6,8.963535515288165e-07,x
0.1,1.92,55,0,0.6,5.258516214130606e-07,x
0.1,1.94,52,0,0.6,8.154703307016841e-07,x
0.1,1.96,50,0,0.6,7.608975664215949e-07,x
0.1,1.98,48,0,0.6,8.447439089635777e-07,x
0.1,2.0,47,0,0.6,5.052249556288387e-07,x
0.1,2.02,45,0,0.6,7.373827932360959e-07,x
0.1,2.04,44,0,0.6,5.466735649769639e-07,x
0.1,2.06,43,0,0.6,4.4067906261757287e-07,x
0.1,2.08,42,0,0.6,3.832971519980787e-07,x
0.1,2.1,41,0,0.6,3.5741011121345585e-07,x
0.1,2.12,40,0,0.6,3.55381569912897e-07,x
0.1,2.14,39,0,0.6,3.7508144632505747e-07,x
0.1,2.16,38,0,0.6,4.1849584684430917e-07,x
0.1,2.18,37,0,0.6,4.919048318538805e-07,x
0.1,2.2,36,0,0.6,6.073984121498934e-07,x
0.1,2.22,36,0,0.6,3.1277731298860737e-07,x
0.1,2.24,35,0,0.6,4.180423183943712e-07,x
0.1,2.2600000000000002,34,0,0.6,5.828592745671421e-07,x
0.1,2.2800000000000002,34,0,0.6,3.2459907576916093e-07,x
0.1,2.3000000000000003,33,0,0.6,4.845929327928009e-07,x
0.1,2.32,33,0,0.6,2.8105863331943176e-07,x
0.1,2.34,32,0,0.6,4.4685862684919295e-07,x
0.1,2.36,32,0,0.6,2.688217792445414e-07,x
0.1,2.38,31,0,0.6,4.530902308482763e-07,x
0.1,2.4,31,0,0.6,2.8180423502241414e-07,x
0.1,2.42,30,0,0.6,5.015476551988116e-07,x
0.1,2.44,30,0,0.6,3.216189976629477e-07,x
0.1,2.46,30,0,0.6,2.0786156911477856e-07,x
0.1,2.48,29,0,0.6,3.973821939942309e-07,x
0.1,2.5,29,0,0.6,2.638862698036531e-07,x
0.1,2.52,29,0,0.6,1.7645921313097335e-07,x
0.1,2.54,28,0,0.6,3.601338761355447e-07,x
0.1,2.56,28,0,0.6,2.46811004619351e-07,x
0.1,2.58,28,0,0.6,1.701603759962448e-07,x
0.1,2.6,27,0,0.6,3.6905866596667166e-07,x
0.1,2.62,27,0,0.6,2.602092229353604e-07,x
0.1,2.64,27,0,0.6,1.8437683223946313e-07,x
0.1,2.66,27,0,0.6,1.3130386392679582e-07,x
0.1,2.68,26,0,0.6,3.0621381257582755e-07,x
0.1,2.7,26,0,0.6,2.2249752388903985e-07,x
0.1,2.72,26,0,0.6,1.6239848173487426e-07,x
0.1,2.74,26,0,0.6,1.1896608714261583e-07,x
0.1,2.7600000000000002,25,0,0.6,2.966768896371033e-07,x
0.1,2.7800000000000002,25,0,0.6,2.2142083859257414e-07,x
0.1,2.8000000000000003,25,0,0.6,1.6586232819665612e-07,x
0.1,2.82,25,0,0.6,1.2470598897488494e-07,x
0.1,2.84,24,0,0.6,3.308286319333133e-07,x
0.1,2.86,24,0,0.6,2.529281102259473e-07,x
0.1,2.88,24,0,0.6,1.9397278336729955e-07,x
0.1,2.9,24,0,0.6,1.492187977925581e-07,x
0.1,2.92,24,0,0.6,1.1513151760962253e-07,x
0.1,2.94,24,0,0.6,8.910693204694881e-08,x
0.1,2.96,23,0,0.6,2.568672271400836e-07,x
0.1,2.98,23,0,0.6,2.0177512399113214e-07,x
0.1,3.0,23,0,0.6,1.5892132816634258e-07,x
1000.0,0.02,7,0,0.4,0.39999999999840014,x
1000.0,0.04,8,0,0.4,0.39999999999840014,x
1000.0,0.06,8,0,0.4,0.3999999986967127,x
1000.0,0.08,9,0,0.4,0.3999999989797821,x
1000.0,0.1,10,0,0.4,0.3999999991478313,x
1000.0,0.12,10,0,0.4,0.3999999949160275,x
1000.0,0.14,11,0,0.4,0.3999999968056767,x
1000.0,0.16,11,0,0.4,0.39999998729964975,x
1000.0,0.18,12,0,0.4,0.3999999922211317,x
1000.0,0.2,13,0,0.4,0.399999994902688,x
1000.0,0.22,13,0,0.4,0.3999999833341972,x
1000.0,0.24,14,0,0.4,0.3999999882376557,x
1000.0,0.26,14,0,0.4,0.3999999653888069,x
1000.0,0.28,15,0,0.4,0.39999997399115905,x
1000.0,0.3,16,0,0.4,0.3999999790756784,x
1000.0,0.32,16,0,0.4,0.39999994441835396,x
1000.0,0.34,17,0,0.4,0.3999999528805795,x
1000.0,0.36,18,0,0.4,0.39999995775142905,x
1000.0,0.38,18,0,0.4,0.3999998944389388,x
1000.0,0.4,19,0,0.4,0.3999998998222178,x
1000.0,0.42,20,0,0.4,0.39999989997289964,x
1000.0,0.44,21,0,0.4,0.39999989521388685,x
1000.0,0.46,22,0,0.4,0.39999988520956675,x
1000.0,0.48,23,0,0.4,0.39999986872560445,x
1000.0,0.5,24,0,0.4,0.39999984364934493,x
1000.0,0.52,25,0,0.4,0.3999998064737604,x
1000.0,0.54,26,0,0.4,0.3999997516161976,x
1000.0,0.56,27,0,0.4,0.3999996698961764,x
1000.0,0.58,29,0,0.4,0.3999997370598285,x
1000.0,0.6,30,0,0.4,0.39999961476480084,x
1000.0,0.62,32,0,0.4,0.3999996401403871,x
1000.0,0.64,34,0,0.4,0.39999963227312857,x
1000.0,0.66,35,0,0.4,0.3999993799217919,x
1000.0,0.68,38,0,0.4,0.39999950637811343,x
1000.0,0.7000000000000001,40,0,0.4,0.399999357362798,x
1000.0,0.72,42,0,0.4,0.3999991010428281,x
1000.0,0.74,45,0,0.4,0.3999990043350332,x
1000.0,0.76,49,0,0.4,0.399999058321379,x
1000.0,0.78,52,0,0.4,0.39999865786162253,x
1000.0,0.8,57,0,0.4,0.39999864411981473,x
1000.0,0.8200000000000001,62,0,0.4,0.39999833773674986,x
1000.0,0.84,68,0,0.4,0.3999979469978593,x
1000.0,0.86,76,0,0.4,0.3999976726953078,x
1000.0,0.88,85,0,0.4,0.39999689186109333,x
1000.0,0.9,98,0,0.4,0.399996272793185,x
1000.0,0.92,115,0,0.4,0.39999493187876645,x
1000.0,0.9400000000000001,141,0,0.4,0.39999293160936705,x
1000.0,0.96,185,0,0.4,0.399988635749148,x
1000.0,0.98,200,0,0.4,0.3998494903035509,x
1000.0,1.0,43,0,0.4,2.8882773554027253e-06,x
1000.0,1.02,33,0,0.4,2.804951650137368e-06,x
1000.0,1.04,28,0,0.4,2.482543725445504e-06,x
1000.0,1.06,25,0,0.4,2.015917273646698e-06,x
1000.0,1.08,23,0,0.4,1.5668823562403504e-06,x
1000.0,1.1,21,0,0.4,1.5081630098631585e-06,x
1000.0,1.12,19,0,0.4,1.7308779587329574e-06,x
1000.0,1.1400000000000001,18,0,0.4,1.4592749318115117e-06,x
1000.0,1.16,17,0,0.4,1.3443889466788689e-06,x
1000.0,1.18,16,0,0.4,1.3402299100341043e-06,x
1000.0,1.2,16,0,0.4,8.399341320199287e-07,x
1000.0,1.22,15,0,0.4,9.411564365208519e-07,x
1000.0,1.24,14,0,0.4,1.1232151750522187e-06,x
1000.0,1.26,14,0,0.4,7.747782399695584e-07,x
1000.0,1.28,13,0,0.4,1.0187449556125846e-06,x
1000.0,1.3,13,0,0.4,7.369178897710391e-07,x
1000.0,1.32,12,0,0.4,1.053928238415539e-06,x
1000.0,1.34,12,0,0.4,7.936414931302716e-07,x
1000.0,1.36,12,0,0.4,6.016829598634715e-07,x
1000.0,1.3800000000000001,12,0,0.4,4.591616838618078e-07,x
1000.0,1.4000000000000001,11,0,0.4,7.516772376700069e-07,x
1000.0,1.42,11,0,0.4,5.929826129876137e-07,x
1000.0,1.44,11,0,0.4,4.7016244573085597e-07,x
1000.0,1.46,11,0,0.4,3.7372651641510317e-07,x
1000.0,1.48,10,0,0.4,6.90532798497502e-07,x
1000.0,1.5,10,0,0.4,5.660742184251063e-07,x
1000.0,1.52,10,0,0.4,4.65926053140594e-07,x
1000.0,1.54,10,0,0.4,3.8483201295240234e-07,x
1000.0,1.56,10,0,0.4,3.189091581969229e-07,x
1000.0,1.58,10,0,0.4,2.651714429304232e-07,x
1000.0,1.6,9,0,0.4,5.674340521581305e-07,x
1000.0,1.62,9,0,0.4,4.832752109457009e-07,x
1000.0,1.6400000000000001,9,0,0.4,4.127041846655406e-07,x
1000.0,1.6600000000000001,9,0,0.4,3.5337244104640995e-07,x
1000.0,1.68,9,0,0.4,3.0330013301084025e-07,x
1000.0,1.7,9,0,0.4,2.609583195293478e-07,x
1000.0,1.72,9,0,0.4,2.2503464069956403e-07,x
1000.0,1.74,9,0,0.4,1.9449735391537996e-07,x
1000.0,1.76,8,0,0.4,4.920656051603708e-07,x
1000.0,1.78,8,0,0.4,4.339064538369923e-07,x
1000.0,1.8,8,0,0.4,3.83346466690808e-07,x
1000.0,1.82,8,0,0.4,3.392538667231574e-07,x
1000.0,1.84,8,0,0.4,3.007348341649994e-07,x
1000.0,1.86,8,0,0.4,2.670335919836692e-07,x
1000.0,1.8800000000000001,8,0,0.4,2.3750271575464794e-07,x
1000.0,1.9000000000000001,8,0,0.4,2.1155828453508892e-07,x
1000.0,1.92,8,0,0.4,1.8873575472521414e-07,x
1000.0,1.94,8,0,0.4,1.6862571102051742e-07,x
1000.0,1.96,8,0,0.4,1.5090713115658348e-07,x
1000.0,1.98,8,0,0.4,1.3521323621892913e-07,x
1000.0,2.0,8,0,0.4,1.2131836347635084e-07,x
1000.0,2.02,7,0,0.4,3.8279492731145447e-07,x
1000.0,2.04,7,0,0.4,3.490100633937767e-07,x
1000.0,2.06,7,0,0.4,3.185453744896956e-07,x
1000.0,2.08,7,0,0.4,2.9107859724590423e-07,x
1000.0,2.1,7,0,0.4,2.6624640857427107e-07,x
1000.0,2.12,7,0,0.4,2.4378493419556713e-07,x
1000.0,2.14,7,0,0.4,2.234444143031262e-07,x
1000.0,2.16,7,0,0.4,2.0455668810370002e-07,x
1000.0,2.18,7,0,0.4,1.8826115767813072e-07,x
1000.0,2.2,7,0,0.4,1.7305094637190233e-07,x
1000.0,2.22,7,0,0.4,1.5921914137920773e-07,x
1000.0,2.24,7,0,0.4,1.466233260867908e-07,x
1000.0,2.2600000000000002,7,0,0.4,1.3514761956376102e-07,x
1000.0,2.2800000000000002,7,0,0.4,1.2467866605992454e-07,x
1000.0,2.3000000000000003,7,0,0.4,1.1511879250794244e-07,x
1000.0,2.32,7,0,0.4,1.063807350917279e-07,x
1000.0,2.34,7,0,0.4,9.838640505033273e-08,x
1000.0,2.36,7,0,0.4,9.106583259532975e-08,x
1000.0,2.38,7,0,0.4,8.435624262855591e-08,x
1000.0,2.4,7,0,0.4,7.820126353912531e-08,x
1000.0,2.42,7,0,0.4,7.255018674549127e-08,x
1000.0,2.44,7,0,0.4,6.735190942597456e-08,x
1000.0,2.46,7,0,0.4,6.257679053388944e-08,x
1000.0,2.48,7,0,0.4,5.818171820842604e-08,x
1000.0,2.5,7,0,0.4,5.413580570915501e-08,x
1000.0,2.52,6,0,0.4,2.3596632152144405e-07,x
1000.0,2.54,6,0,0.4,2.2210521334629962e-07,x
1000.0,2.56,6,0,0.4,2.0918087818927955e-07,x
1000.0,2.58,6,0,0.4,1.971186558569037e-07,x
1000.0,2.6,6,0,0.4,1.8583840123817825e-07,x
1000.0,2.62,6,0,0.4,1.753136226788585e-07,x
1000.0,2.64,6,0,0.4,1.6547447000402404e-07,x
1000.0,2.66,6,0,0.4,1.5625825299940135e-07,x
1000.0,2.68,6,0,0.4,1.4763014441666644e-07,x
1000.0,2.7,6,0,0.4,1.3954799331436945e-07,x
1000.0,2.72,6,0,0.4,1.319729633816544e-07,x
1000.0,2.74,6,0,0.4,1.2486928360101985e-07,x
1000.0,2.7600000000000002,6,0,0.4,1.1820398485082825e-07,x
1000.0,2.7800000000000002,6,0,0.4,1.1194664524319069e-07,x
1000.0,2.8000000000000003,6,0,0.4,1.0606918394820903e-07,x
1000.0,2.82,6,0,0.4,1.0054566245019303e-07,x
1000.0,2.84,6,0,0.4,9.535210778199491e-08,x
1000.0,2.86,6,0,0.4,9.046633730400492e-08,x
1000.0,2.88,6,0,0.4,8.58678332978577e-08,x
1000.0,2.9,6,0,0.4,8.153758589231912e-08,x
1000.0,2.92,6,0,0.4,7.745798430572671e-08,x
1000.0,2.94,6,0,0.4,7.361269862544853e-08,x
1000.0,2.96,6,0,0.4,6.998657862425506e-08,x
1000.0,2.98,6,0,0.4,6.656556099952981e-08,x
1000.0,3.0,6,0,0.4,6.323036236140117e-08,x
1000.0,0.02,7,0,0.6,0.5999999990322554,x
1000.0,0.04,8,0,0.6,0.5999999999294721,x
1000.0,0.06,8,0,0.6,0.5999999989809193,x
1000.0,0.08,9,0,0.6,0.5999999992661025,x
1000.0,0.1,9,0,0.6,0.599999995918071,x
1000.0,0.12,10,0,0.6,0.5999999978820669,x
1000.0,0.14,10,0,0.6,0.5999999905462002,x
1000.0,0.16,11,0,0.6,0.5999999949078254,x
1000.0,0.18,11,0,0.6,0.5999999820806491,x
1000.0,0.2,12,0,0.6,0.5999999891979354,x
1000.0,0.22,13,0,0.6,0.5999999932516401,x
1000.0,0.24,13,0,0.6,0.5999999794744901,x
1000.0,0.26,14,0,0.6,0.5999999858769081,x
1000.0,0.28,14,0,0.6,0.5999999618264618,x
1000.0,0.3,15,0,0.6,0.5999999716535166,x
1000.0,0.32,15,0,0.6,0.5999999297258093,x
1000.0,0.34,16,0,0.6,0.5999999442299916,x
1000.0,0.36,17,0,0.6,0.5999999531291539,x
1000.0,0.38,17,0,0.6,0.5999998901156902,x
1000.0,0.4,18,0,0.6,0.5999999020130339,x
1000.0,0.42,19,0,0.6,0.5999999079030258,x
1000.0,0.44,20,0,0.6,0.5999999088778375,x
1000.0,0.46,21,0,0.6,0.5999999056745684,x
1000.0,0.48,21,0,0.6,0.5999997869895652,x
1000.0,0.5,22,0,0.6,0.5999997687114625,x
1000.0,0.52,23,0,0.6,0.5999997380491195,x
1000.0,0.54,24,0,0.6,0.5999996912279697,x
1000.0,0.56,26,0,0.6,0.5999997882015651,x
